Date,Adj Close
,AAPL
2023-01-03,123.21121215820312
2023-01-04,124.48204040527344
2023-01-05,123.16194915771484
2023-01-06,127.69357299804688
2023-01-09,128.21571350097656
2023-01-10,128.787109375
2023-01-11,131.50607299804688
2023-01-12,131.42724609375
2023-01-13,132.75717163085938
2023-01-17,133.91966247558594
2023-01-18,133.20050048828125
2023-01-19,133.25961303710938
2023-01-20,135.8209686279297
2023-01-23,139.01278686523438
2023-01-24,140.41171264648438
2023-01-25,139.7516632080078
2023-01-26,141.8204803466797
2023-01-27,143.7611846923828
2023-01-30,140.874755859375
2023-01-31,142.14553833007812
2023-02-01,143.26861572265625
2023-02-02,148.57850646972656
2023-02-03,152.2038116455078
2023-02-06,149.47499084472656
2023-02-07,152.35157775878906
2023-02-08,149.6621551513672
2023-02-09,148.6277618408203
2023-02-10,148.99282836914062
2023-02-13,151.7948760986328
2023-02-14,151.15357971191406
2023-02-15,153.255126953125
2023-02-16,151.65676879882812
2023-02-17,150.51223754882812
2023-02-21,146.49659729003906
2023-02-22,146.92088317871094
2023-02-23,147.4043426513672
2023-02-24,144.7502899169922
2023-02-27,145.94407653808594
2023-02-28,145.44090270996094
2023-03-01,143.3689422607422
2023-03-02,143.96096801757812
2023-03-03,149.01254272460938
2023-03-06,151.77520751953125
2023-03-07,149.574951171875
2023-03-08,150.8280029296875
2023-03-09,148.5784454345703
2023-03-10,146.51634216308594
2023-03-13,148.46002197265625
2023-03-14,150.55172729492188
2023-03-15,150.94638061523438
2023-03-16,153.76820373535156
2023-03-17,152.9295196533203
2023-03-20,155.29747009277344
2023-03-21,157.15234375
2023-03-22,155.72174072265625
2023-03-23,156.8070068359375
2023-03-24,158.10939025878906
2023-03-27,156.16571044921875
2023-03-28,155.5441436767578
2023-03-29,158.62242126464844
2023-03-30,160.19119262695312
2023-03-31,162.697265625
2023-04-03,163.95033264160156
2023-04-04,163.4175567626953
2023-04-05,161.572509765625
2023-04-06,162.46046447753906
2023-04-10,159.8656463623047
2023-04-11,158.65206909179688
2023-04-12,157.96139526367188
2023-04-13,163.34848022460938
2023-04-14,163.00318908691406
2023-04-17,163.0228729248047
2023-04-18,164.24630737304688
2023-04-19,165.39083862304688
2023-04-20,164.4239044189453
2023-04-21,162.81568908691406
2023-04-24,163.1215362548828
2023-04-25,161.5823974609375
2023-04-26,161.572509765625
2023-04-27,166.16041564941406
2023-04-28,167.4134063720703
2023-05-01,167.3246307373047
2023-05-02,166.28863525390625
2023-05-03,165.2131805419922
2023-05-04,163.57537841796875
2023-05-05,171.25149536132812
2023-05-08,171.1824188232422
2023-05-09,169.47552490234375
2023-05-10,171.24159240722656
2023-05-11,171.4290771484375
2023-05-12,170.50033569335938
2023-05-15,170.00636291503906
2023-05-16,170.00636291503906
2023-05-17,170.61891174316406
2023-05-18,172.95059204101562
2023-05-19,173.0592803955078
2023-05-22,172.1107635498047
2023-05-23,169.50245666503906
2023-05-24,169.7790985107422
2023-05-25,170.91531372070312
2023-05-26,173.32603454589844
2023-05-30,175.17361450195312
2023-05-31,175.1241912841797
2023-06-01,177.93014526367188
2023-06-02,178.7798309326172
2023-06-05,177.42628479003906
2023-06-06,177.06069946289062
2023-06-07,175.68740844726562
2023-06-08,178.40440368652344
2023-06-09,178.7897186279297
2023-06-12,181.5857391357422
2023-06-13,181.1115264892578
2023-06-14,181.7438507080078
2023-06-15,183.77914428710938
2023-06-16,182.70220947265625
2023-06-20,182.79112243652344
2023-06-21,181.75375366210938
2023-06-22,184.75729370117188
2023-06-23,184.44110107421875
2023-06-26,183.04800415039062
2023-06-27,185.80455017089844
2023-06-28,186.98028564453125
2023-06-29,187.31619262695312
2023-06-30,191.64369201660156
2023-07-03,190.15184020996094
2023-07-05,189.03533935546875
2023-07-06,189.50958251953125
2023-07-07,188.3931121826172
2023-07-10,186.3479766845703
2023-07-11,185.82432556152344
2023-07-12,187.49403381347656
2023-07-13,188.2548065185547
2023-07-14,188.40298461914062
2023-07-17,191.6634521484375
2023-07-18,191.4065399169922
2023-07-19,192.76014709472656
2023-07-20,190.81375122070312
2023-07-21,189.63804626464844
2023-07-24,190.4383087158203
2023-07-25,191.29788208007812
2023-07-26,192.16734313964844
2023-07-27,190.90269470214844
2023-07-28,193.4813690185547
2023-07-31,194.0939483642578
2023-08-01,193.26402282714844
2023-08-02,190.27035522460938
2023-08-03,188.8772430419922
2023-08-04,179.80735778808594
2023-08-07,176.70501708984375
2023-08-08,177.6436004638672
2023-08-09,176.05291748046875
2023-08-10,175.8355712890625
2023-08-11,175.89491271972656
2023-08-14,177.54714965820312
2023-08-15,175.55856323242188
2023-08-16,174.6879425048828
2023-08-17,172.1453399658203
2023-08-18,172.63011169433594
2023-08-21,173.96568298339844
2023-08-22,175.34092712402344
2023-08-23,179.18943786621094
2023-08-24,174.49996948242188
2023-08-25,176.70620727539062
2023-08-28,178.2693634033203
2023-08-29,182.15745544433594
2023-08-30,185.64984130859375
2023-08-31,185.8675079345703
2023-09-01,187.4405517578125
2023-09-05,187.67799377441406
2023-09-06,180.9603729248047
2023-09-07,175.66738891601562
2023-09-08,176.28077697753906
2023-09-11,177.4481964111328
2023-09-12,174.42080688476562
2023-09-13,172.35308837890625
2023-09-14,173.86680603027344
2023-09-15,173.14456176757812
2023-09-18,176.07302856445312
2023-09-19,177.1613006591797
2023-09-20,173.61944580078125
2023-09-21,172.07608032226562
2023-09-22,172.92689514160156
2023-09-25,174.20315551757812
2023-09-26,170.1270751953125
2023-09-27,168.61338806152344
2023-09-28,168.87062072753906
2023-09-29,169.38507080078125
2023-10-02,171.8979949951172
2023-10-03,170.56239318847656
2023-10-04,171.80897521972656
2023-10-05,173.04563903808594
2023-10-06,175.59814453125
2023-10-09,177.0821533203125
2023-10-10,176.48855590820312
